"visit_id","timestamp","visit_reason","vehicles_viewed"
"V129243","2025-05-18 12:04:03","browse",2
"V778105","2025-05-18 12:11:31","browse",3
"V746722","2025-05-18 12:23:52","test_drive",2
"V489424","2025-05-18 12:37:18","test_drive",2
"V332768","2025-05-18 13:00:32","browse",5
"V658237","2025-05-18 13:07:01","browse",8
"V998734","2025-05-18 13:10:04","browse",2
"V160579","2025-05-18 13:16:01","browse",1
"V118030","2025-05-18 13:37:55","parts",3
"V498010","2025-05-18 13:52:34","browse",2
"V276011","2025-05-18 13:55:20","browse",6
"V359527","2025-05-18 14:12:02","parts",2
"V802588","2025-05-18 14:14:16","browse",1
"V957067","2025-05-18 14:15:21","parts",6
"V171362","2025-05-18 14:18:51","browse",1
"V782819","2025-05-18 14:35:48","browse",8
"V919918","2025-05-18 14:40:34","browse",2
"V838660","2025-05-18 14:49:44","parts",3
"V739681","2025-05-18 14:52:44","browse",2
"V284199","2025-05-18 14:55:42","service",3
"V635812","2025-05-18 14:59:20","test_drive",1
"V412109","2025-05-18 15:19:20","test_drive",3
"V230521","2025-05-18 16:04:46","test_drive",1
"V622187","2025-05-18 16:25:28","browse",3
"V111412","2025-05-18 16:27:06","browse",1
"V977619","2025-05-18 16:34:39","browse",1
"V113809","2025-05-18 16:47:36","browse",5
"V356017","2025-05-18 17:07:43","test_drive",2
"V633192","2025-05-18 17:08:44","test_drive",5
"V257236","2025-05-18 17:51:54","service",5
"V288159","2025-05-18 19:48:29","browse",2
"V283894","2025-05-18 20:59:42","parts",2
"V104802","2025-05-18 22:00:13","service",5
"V786083","2025-05-18 22:02:21","test_drive",4
"V577129","2025-05-18 22:14:21","browse",3
"V426986","2025-05-19 02:35:39","browse",5
"V400756","2025-05-19 09:15:13","browse",7
"V592240","2025-05-19 09:24:32","browse",2
"V632272","2025-05-19 09:39:14","browse",2
"V471857","2025-05-19 09:47:09","test_drive",5
"V352433","2025-05-19 10:31:59","parts",3
"V871266","2025-05-19 10:54:20","parts",3
"V187154","2025-05-19 10:58:03","service",2
"V879638","2025-05-19 11:05:46","browse",2
"V463881","2025-05-19 11:24:59","browse",3
"V350958","2025-05-19 11:57:59","test_drive",5
"V270905","2025-05-19 12:05:20","browse",6
"V748549","2025-05-19 12:06:32","parts",2
"V687301","2025-05-19 12:55:51","browse",1
"V909571","2025-05-19 13:00:47","browse",3
"V726142","2025-05-19 13:04:53","parts",4
"V993611","2025-05-19 13:17:55","browse",2
"V385327","2025-05-19 13:36:26","browse",4
"V783161","2025-05-19 13:40:56","parts",5
"V689844","2025-05-19 13:41:14","browse",5
"V245811","2025-05-19 14:16:43","browse",2
"V730739","2025-05-19 14:18:49","test_drive",6
"V209904","2025-05-19 14:19:14","service",5
"V359023","2025-05-19 14:19:15","browse",9
"V588255","2025-05-19 14:20:37","service",5
"V829384","2025-05-19 14:46:00","test_drive",5
"V145514","2025-05-19 14:47:21","test_drive",4
"V708234","2025-05-19 14:53:33","test_drive",3
"V888008","2025-05-19 15:11:53","browse",3
"V553796","2025-05-19 15:16:31","parts",2
"V982826","2025-05-19 16:05:56","parts",1
"V318578","2025-05-19 16:11:17","parts",2
"V643816","2025-05-19 16:25:04","test_drive",4
"V871840","2025-05-19 16:42:55","service",2
"V808355","2025-05-19 17:17:57","browse",1
"V288249","2025-05-19 17:22:36","test_drive",5
"V369113","2025-05-19 18:06:26","service",1
"V579409","2025-05-19 18:14:26","browse",2
"V114690","2025-05-19 18:53:45","parts",5
"V194688","2025-05-19 19:59:27","service",3
"V503215","2025-05-19 21:05:58","service",7
"V615061","2025-05-20 00:03:23","test_drive",6
"V983395","2025-05-20 01:00:26","parts",4
"V251942","2025-05-20 01:40:03","browse",3
"V743140","2025-05-20 02:03:25","browse",3
"V122943","2025-05-20 03:26:45","browse",6
"V317178","2025-05-20 03:35:12","parts",3
"V485089","2025-05-20 08:36:04","service",3
"V171165","2025-05-20 09:21:19","browse",3
"V980676","2025-05-20 09:52:40","browse",4
"V411793","2025-05-20 09:55:14","parts",3
"V223313","2025-05-20 09:59:14","browse",5
"V705947","2025-05-20 10:17:38","test_drive",2
"V934415","2025-05-20 11:06:25","test_drive",3
"V276105","2025-05-20 11:28:00","test_drive",2
"V635501","2025-05-20 11:38:13","browse",1
"V810892","2025-05-20 11:44:22","browse",3
"V760734","2025-05-20 12:10:28","browse",6
"V961070","2025-05-20 12:26:38","browse",3
"V855662","2025-05-20 12:43:01","service",4
"V891944","2025-05-20 12:58:25","parts",9
"V368253","2025-05-20 13:20:10","service",6
"V574206","2025-05-20 13:37:08","test_drive",1
"V301590","2025-05-20 13:38:56","parts",3
"V889418","2025-05-20 13:41:31","browse",9
"V581072","2025-05-20 13:49:56","test_drive",1
"V626469","2025-05-20 13:52:21","service",6
"V244397","2025-05-20 14:53:02","test_drive",3
"V326398","2025-05-20 15:06:29","test_drive",6
"V972477","2025-05-20 15:56:12","test_drive",3
"V952033","2025-05-20 15:59:52","browse",3
"V187410","2025-05-20 16:14:17","browse",2
"V513032","2025-05-20 16:46:43","browse",5
"V629724","2025-05-20 17:01:26","test_drive",6
"V233145","2025-05-20 17:13:41","browse",1
"V419268","2025-05-20 17:30:23","service",1
"V544684","2025-05-20 17:48:04","service",1
"V711376","2025-05-20 18:15:17","browse",1
"V231427","2025-05-20 18:31:17","service",3
"V535432","2025-05-20 19:50:34","browse",4
"V641050","2025-05-20 20:30:12","service",3
"V117982","2025-05-20 23:32:18","browse",1
"V476150","2025-05-21 00:00:15","browse",3
"V450000","2025-05-21 01:23:30","service",3
"V906288","2025-05-21 02:33:32","browse",2
"V229898","2025-05-21 09:31:01","browse",2
"V556195","2025-05-21 09:35:22","browse",1
"V871943","2025-05-21 11:37:17","browse",4
"V708529","2025-05-21 12:02:08","browse",3
"V820533","2025-05-21 12:02:41","browse",2
"V385823","2025-05-21 12:04:26","parts",5
"V399641","2025-05-21 12:04:40","test_drive",3
"V639899","2025-05-21 12:08:52","browse",4
"V895524","2025-05-21 12:19:56","test_drive",4
"V287514","2025-05-21 12:29:02","browse",3
"V407886","2025-05-21 12:29:29","parts",1
"V533145","2025-05-21 12:32:16","test_drive",2
"V391565","2025-05-21 12:33:18","parts",1
"V269618","2025-05-21 12:45:48","parts",2
"V504476","2025-05-21 13:03:16","test_drive",4
"V139520","2025-05-21 13:05:14","test_drive",2
"V593646","2025-05-21 13:05:25","browse",5
"V184594","2025-05-21 13:42:51","browse",7
"V488362","2025-05-21 13:50:04","test_drive",4
"V301485","2025-05-21 14:04:28","browse",5
"V721591","2025-05-21 14:26:55","browse",6
"V474944","2025-05-21 14:28:44","browse",1
"V767466","2025-05-21 14:47:56","browse",3
"V824491","2025-05-21 14:49:46","browse",3
"V816396","2025-05-21 14:52:45","service",4
"V826176","2025-05-21 15:00:42","parts",6
"V133369","2025-05-21 15:12:54","test_drive",4
"V279536","2025-05-21 15:13:04","browse",3
"V741161","2025-05-21 15:21:09","browse",7
"V224066","2025-05-21 15:50:08","browse",3
"V997599","2025-05-21 15:58:23","browse",2
"V143695","2025-05-21 17:11:47","browse",1
"V577487","2025-05-21 17:22:14","test_drive",1
"V834896","2025-05-21 17:28:18","browse",4
"V923570","2025-05-21 17:54:00","test_drive",3
"V965215","2025-05-21 18:20:13","test_drive",3
"V495759","2025-05-21 18:39:52","parts",4
"V877390","2025-05-21 19:06:15","test_drive",8
"V426603","2025-05-21 19:12:16","test_drive",7
"V895123","2025-05-21 23:42:55","browse",4
"V713785","2025-05-22 00:02:13","browse",6
"V754430","2025-05-22 03:46:54","browse",2
"V339696","2025-05-22 04:04:54","browse",4
"V442451","2025-05-22 06:53:53","test_drive",4
"V946783","2025-05-22 06:58:47","browse",2
"V924193","2025-05-22 09:27:07","test_drive",2
"V444221","2025-05-22 09:27:28","test_drive",3
"V877700","2025-05-22 09:39:19","test_drive",4
"V410991","2025-05-22 09:51:38","browse",9
"V989397","2025-05-22 10:36:08","test_drive",3
"V644374","2025-05-22 11:13:51","browse",2
"V434374","2025-05-22 11:14:28","browse",6
"V738033","2025-05-22 11:15:15","browse",2
"V847192","2025-05-22 11:32:49","parts",3
"V300568","2025-05-22 12:03:58","browse",2
"V808110","2025-05-22 12:06:46","browse",5
"V207430","2025-05-22 12:16:48","browse",2
"V764949","2025-05-22 12:44:36","browse",2
"V712722","2025-05-22 13:07:39","parts",3
"V812236","2025-05-22 13:09:02","service",6
"V440627","2025-05-22 13:22:19","browse",1
"V311058","2025-05-22 13:29:01","test_drive",4
"V812266","2025-05-22 13:52:02","browse",2
"V632959","2025-05-22 14:01:53","test_drive",2
"V909801","2025-05-22 14:05:26","browse",3
"V191675","2025-05-22 14:12:42","test_drive",2
"V968490","2025-05-22 14:18:31","service",1
"V528386","2025-05-22 14:22:23","test_drive",3
"V347292","2025-05-22 14:29:25","browse",2
"V186211","2025-05-22 14:54:34","browse",2
"V573760","2025-05-22 14:58:20","test_drive",1
"V540100","2025-05-22 15:01:41","browse",3
"V924472","2025-05-22 15:16:30","browse",2
"V994533","2025-05-22 15:27:04","browse",2
"V436004","2025-05-22 15:41:46","browse",2
"V355056","2025-05-22 15:52:14","browse",6
"V310873","2025-05-22 16:07:26","browse",6
"V281605","2025-05-22 16:10:10","browse",5
"V112143","2025-05-22 16:10:46","browse",2
"V576568","2025-05-22 16:15:51","browse",1
"V839562","2025-05-22 16:19:15","browse",1
"V176225","2025-05-22 16:30:54","test_drive",2
"V138327","2025-05-22 16:38:40","test_drive",2
"V255587","2025-05-22 16:56:05","browse",4
"V131708","2025-05-22 17:01:58","test_drive",3
"V336666","2025-05-22 17:58:04","test_drive",2
"V297307","2025-05-22 18:17:07","browse",2
"V751748","2025-05-22 18:52:46","browse",4
"V295775","2025-05-22 19:12:42","test_drive",1
"V740388","2025-05-22 19:54:03","test_drive",3
"V833356","2025-05-22 22:47:24","test_drive",3
"V244053","2025-05-23 00:18:07","browse",4
"V855356","2025-05-23 00:55:24","browse",7
"V845926","2025-05-23 01:19:48","service",2
"V191661","2025-05-23 04:09:49","browse",2
"V377699","2025-05-23 05:24:37","test_drive",3
"V279346","2025-05-23 05:43:50","browse",2
"V918534","2025-05-23 07:54:17","parts",4
"V442306","2025-05-23 08:17:00","test_drive",2
"V201362","2025-05-23 09:21:36","service",4
"V193901","2025-05-23 10:00:01","browse",2
"V863329","2025-05-23 10:38:27","test_drive",2
"V455166","2025-05-23 11:14:34","browse",3
"V265934","2025-05-23 11:43:38","browse",4
"V935326","2025-05-23 11:58:51","test_drive",3
"V907605","2025-05-23 12:10:20","service",3
"V252865","2025-05-23 12:11:40","test_drive",7
"V943538","2025-05-23 12:12:07","browse",4
"V199463","2025-05-23 12:17:27","parts",1
"V745031","2025-05-23 12:32:04","browse",2
"V545503","2025-05-23 12:36:47","service",3
"V242603","2025-05-23 13:03:58","test_drive",3
"V224737","2025-05-23 13:10:02","browse",3
"V396658","2025-05-23 13:23:31","browse",3
"V600668","2025-05-23 13:35:34","test_drive",3
"V121799","2025-05-23 13:37:35","browse",5
"V110437","2025-05-23 13:41:17","service",4
"V560185","2025-05-23 13:45:51","browse",3
"V132735","2025-05-23 13:55:33","browse",2
"V252140","2025-05-23 13:57:59","parts",5
"V654014","2025-05-23 14:52:27","browse",3
"V835324","2025-05-23 15:03:06","service",4
"V260993","2025-05-23 15:04:23","browse",5
"V346450","2025-05-23 15:13:22","test_drive",1
"V939798","2025-05-23 15:22:22","service",4
"V996710","2025-05-23 15:34:49","test_drive",3
"V776127","2025-05-23 16:16:10","test_drive",2
"V137701","2025-05-23 16:18:15","test_drive",3
"V294302","2025-05-23 16:19:38","browse",2
"V704734","2025-05-23 16:25:29","service",5
"V764888","2025-05-23 16:27:57","service",2
"V952978","2025-05-23 16:29:00","test_drive",6
"V115480","2025-05-23 16:37:10","browse",3
"V148724","2025-05-23 16:43:42","browse",4
"V205647","2025-05-23 16:49:30","browse",1
"V573319","2025-05-23 17:17:44","service",1
"V376957","2025-05-23 17:20:26","browse",4
"V795808","2025-05-23 17:35:09","parts",5
"V291556","2025-05-23 17:41:50","service",2
"V265647","2025-05-23 17:43:44","test_drive",5
"V898579","2025-05-23 17:54:57","parts",3
"V325789","2025-05-23 18:38:26","browse",2
"V582358","2025-05-23 19:00:02","test_drive",3
"V561855","2025-05-23 22:22:37","parts",5
"V744956","2025-05-24 00:04:34","browse",2
"V331325","2025-05-24 00:31:19","service",3
"V538130","2025-05-24 00:41:48","test_drive",1
"V463555","2025-05-24 02:13:20","browse",6
"V408849","2025-05-24 09:35:28","test_drive",3
"V899446","2025-05-24 09:49:57","browse",1
"V636310","2025-05-24 10:22:52","service",4
"V504032","2025-05-24 10:37:25","browse",4
"V237388","2025-05-24 10:56:24","test_drive",3
"V445036","2025-05-24 11:18:09","browse",6
"V492387","2025-05-24 11:25:05","parts",3
"V820053","2025-05-24 12:24:24","test_drive",4
"V380459","2025-05-24 12:24:45","browse",3
"V918334","2025-05-24 12:31:20","service",5
"V944671","2025-05-24 12:37:10","parts",3
"V841701","2025-05-24 12:54:44","browse",3
"V481363","2025-05-24 13:01:58","test_drive",1
"V855367","2025-05-24 13:49:23","parts",1
"V174177","2025-05-24 14:14:26","browse",5
"V120785","2025-05-24 14:15:21","test_drive",1
"V115878","2025-05-24 14:22:02","parts",2
"V217064","2025-05-24 14:30:53","browse",3
"V813170","2025-05-24 14:33:34","browse",1
"V957721","2025-05-24 14:35:46","service",2
"V648008","2025-05-24 14:37:55","test_drive",3
"V924195","2025-05-24 14:48:44","test_drive",5
"V457387","2025-05-24 14:53:56","browse",3
"V400375","2025-05-24 14:59:43","service",2
"V739512","2025-05-24 15:21:15","browse",3
"V952073","2025-05-24 15:26:00","service",4
"V977933","2025-05-24 15:43:40","parts",1
"V984676","2025-05-24 15:55:47","browse",5
"V764941","2025-05-24 16:29:05","test_drive",5
"V357044","2025-05-24 16:32:15","test_drive",4
"V380041","2025-05-24 16:40:44","browse",4
"V890619","2025-05-24 16:53:36","browse",1
"V963337","2025-05-24 17:03:04","test_drive",4
"V929558","2025-05-24 17:04:48","test_drive",2
"V724920","2025-05-24 17:06:27","browse",5
"V835844","2025-05-24 17:10:29","service",2
"V572850","2025-05-24 17:49:04","browse",3
"V867829","2025-05-24 17:52:06","browse",7
"V203259","2025-05-24 17:57:13","browse",1
"V884301","2025-05-24 18:22:10","test_drive",1
"V784357","2025-05-24 18:35:25","test_drive",2
"V509506","2025-05-24 18:59:24","test_drive",7
"V931670","2025-05-24 21:13:57","service",4
"V241670","2025-05-24 22:44:21","browse",2
"V484207","2025-05-24 23:52:14","test_drive",4
"V204950","2025-05-25 00:55:57","browse",4
"V726380","2025-05-25 03:02:01","service",2
"V192991","2025-05-25 03:51:05","browse",4
"V736226","2025-05-25 04:21:47","browse",3
"V871933","2025-05-25 04:45:26","test_drive",3
"V948865","2025-05-25 05:33:53","browse",3
"V641392","2025-05-25 06:46:43","test_drive",4
"V930710","2025-05-25 07:31:09","browse",3
"V478817","2025-05-25 08:42:41","browse",3
"V366134","2025-05-25 09:53:29","browse",5
"V647720","2025-05-25 10:07:54","browse",1
"V994221","2025-05-25 10:36:12","browse",1
"V590505","2025-05-25 11:13:09","test_drive",6
"V946811","2025-05-25 12:23:14","parts",1
"V382408","2025-05-25 12:31:21","browse",3
"V272529","2025-05-25 12:53:31","test_drive",4
"V709815","2025-05-25 13:01:22","service",5
"V643186","2025-05-25 13:05:06","browse",5
"V402320","2025-05-25 13:14:13","browse",4
"V700019","2025-05-25 13:28:31","browse",4
"V239942","2025-05-25 13:37:00","parts",2
"V204097","2025-05-25 14:07:02","browse",2
"V902904","2025-05-25 14:10:19","browse",4
"V988655","2025-05-25 14:21:49","browse",1
"V273541","2025-05-25 14:31:14","browse",3
"V831409","2025-05-25 14:51:28","browse",7
"V323696","2025-05-25 14:55:10","browse",8
"V174079","2025-05-25 15:02:26","browse",2
"V703432","2025-05-25 15:06:39","service",9
"V518633","2025-05-25 15:20:13","service",2
"V466349","2025-05-25 15:32:35","test_drive",7
"V942054","2025-05-25 16:00:29","parts",2
"V601164","2025-05-25 16:11:03","browse",3
"V745876","2025-05-25 16:16:20","test_drive",4
"V203767","2025-05-25 16:31:46","service",4
"V690543","2025-05-25 16:49:59","browse",3
"V230186","2025-05-25 17:40:58","browse",7
"V361328","2025-05-25 17:42:18","parts",1
"V688265","2025-05-25 17:49:51","browse",3
"V630566","2025-05-25 18:01:15","service",7
"V575585","2025-05-25 20:01:25","browse",2
"V187509","2025-05-25 20:27:57","test_drive",1
"V553374","2025-05-25 20:53:38","browse",2
"V666925","2025-05-25 22:09:45","test_drive",1
"V139983","2025-05-25 22:34:59","test_drive",2
